"count","name","year"
79220,"Wells St & Concord Ln",2015
78916,"Kingsbury St & Kinzie St",2015
78352,"State St & Kinzie St",2015
78027,"Michigan Ave & Washington St",2019
77518,"Millennium Park",2016
77500,"Adler Planetarium",2015
77456,"Michigan Ave & Oak St",2016
77272,"Clinton St & Washington Blvd",2014
77268,"Clark St & Armitage Ave",2015
77170,"Clinton St & Madison St",2016
76931,"DuSable Lake Shore Dr & North Blvd",2019
76276,"Dearborn St & Erie St",2015
75998,"Michigan Ave & Washington St",2018
75645,"Canal St & Madison St",2016
75368,"Wabash Ave & Roosevelt Rd",2015
75252,"Wells St & Hubbard St",2015
74606,"Michigan Ave & Jackson Blvd",2015
74512,"Millennium Park",2017
74217,"Wells St & Elm St",2021
73970,"Wilton Ave & Belmont Ave",2015
73298,"Michigan Ave & Oak St",2019
73144,"Michigan Ave & Washington St",2017
72941,"Theater on the Lake",2021
72572,"Fairbanks Ct & Grand Ave",2015
72450,"Clinton St & Lake St",2015
72436,"Damen Ave & Pierce Ave",2015
72080,"Michigan Ave & Oak St",2014
71967,"Streeter Dr & Grand Ave",2020
71944,"LaSalle St & Illinois St",2015
71530,"Millennium Park",2019
69955,"Kingsbury St & Kinzie St",2017
69892,"McClurg Ct & Ohio St",2015
69244,"Kingsbury St & Kinzie St",2018
68739,"Millennium Park",2018
68395,"Daley Center Plaza",2018
67940,"Theater on the Lake",2019
67642,"Daley Center Plaza",2015
67554,"Millennium Park",2014
67397,"DuSable Lake Shore Dr & North Blvd",2018
67009,"Daley Center Plaza",2019
66726,"Burnham Harbor",2015
66716,"Kingsbury St & Erie St",2015
66223,"DuSable Lake Shore Dr & Monroe St",2018
65869,"Clark St & Lincoln Ave",2021
65701,"Kingsbury St & Kinzie St",2021
65604,"Kingsbury St & Kinzie St",2019
65342,"Canal St & Madison St",2018
65061,"Wabash Ave & Grand Ave",2021
65002,"Desplaines St & Kinzie St",2015
64923,"Canal St & Madison St",2014
64861,"Canal St & Madison St",2017
64517,"Theater on the Lake",2018
64380,"Clark St & Armitage Ave",2021
63877,"Canal St & Adams St",2016
63857,"Franklin St & Monroe St",2019
63811,"Franklin St & Monroe St",2017
63806,"Dearborn St & Erie St",2021
63452,"Larrabee St & Kingsbury St",2015
63261,"Columbus Dr & Randolph St",2019
63108,"Dusable Harbor",2015
62982,"Franklin St & Chicago Ave",2015
62856,"Clark St & Elm St",2020
62680,"DuSable Lake Shore Dr & Belmont Ave",2015
62336,"Kingsbury St & Kinzie St",2016
62328,"Daley Center Plaza",2017
62194,"Elston Ave & Cortland St",2015
61813,"DuSable Lake Shore Dr & North Blvd",2014
61755,"Shedd Aquarium",2017
61624,"Franklin St & Monroe St",2018
61331,"Wells St & Huron St",2021
61240,"State St & Randolph St",2015
61237,"Broadway & Barry Ave",2021
60884,"Field Museum",2015
60768,"Dearborn Pkwy & Delaware Pl",2015
60690,"Michigan Ave & Oak St",2018
60256,"Orleans St & Merchandise Mart Plaza",2015
60164,"Columbus Dr & Randolph St",2017
60058,"Wells St & Huron St",2015
59952,"St. Clair St & Erie St",2021
59463,"Theater on the Lake",2020
59422,"Sheffield Ave & Waveland Ave",2015
59334,"Dearborn St & Adams St",2015
59241,"Canal St & Adams St",2014
59100,"Franklin St & Adams St Temp",2015
58416,"Canal St & Madison St",2019
58152,"Indiana Ave & Roosevelt Rd",2021
58144,"Buckingham Fountain",2015
58085,"Columbus Dr & Randolph St",2018
57846,"Sheffield Ave & Fullerton Ave",2015
57694,"Montrose Harbor",2015
57540,"Clark St & Randolph St",2015
57438,"Peoria St & Jackson Blvd",2015
56740,"DuSable Lake Shore Dr & Monroe St",2020
56024,"Orleans St & Merchandise Mart Plaza",2017
55543,"Larrabee St & Webster Ave",2021
55538,"Shedd Aquarium",2016
55480,"Sheridan Rd & Irving Park Rd",2015
55175,"Wilton Ave & Belmont Ave",2021
54830,"Clark St & Wrightwood Ave",2015
54442,"Lakeview Ave & Fullerton Pkwy",2015
54422,"New St & Illinois St",2017
54394,"Shedd Aquarium",2021
54142,"Mies van der Rohe Way & Chicago Ave",2015
54064,"Green St & Madison St",2021
53981,"Franklin St & Monroe St",2016
53782,"New St & Illinois St",2021
53525,"LaSalle St & Jackson Blvd",2018
53455,"LaSalle St & Illinois St",2017
53392,"Michigan Ave & Washington St",2016
52945,"Dearborn St & Erie St",2017
52787,"DuSable Lake Shore Dr & North Blvd",2020
52685,"Clark St & Elm St",2019
52633,"Wells St & Evergreen Ave",2021
52536,"Clark St & Schiller St",2015
52475,"Field Museum",2014
52346,"Clark St & Drummond Pl",2015
51820,"State St & Van Buren St",2015
51739,"New St & Illinois St",2016
51713,"Fairbanks Ct & Grand Ave",2021
51463,"Orleans St & Merchandise Mart Plaza",2018
51360,"Canal St & Monroe St",2015
51208,"Ashland Ave & Division St",2015
51020,"Michigan Ave & Pearson St",2015
50845,"Michigan Ave & Lake St",2021
50700,"Green St & Madison St",2015
50536,"Franklin St & Lake St",2015
50523,"Ashland Ave & Division St",2021
50316,"Clark St & Wrightwood Ave",2021
50230,"Wells St & Evergreen Ave",2015
50156,"Clark St & Wellington Ave",2015
50081,"Lakeview Ave & Fullerton Pkwy",2021
49938,"LaSalle St & Washington St",2015
49936,"Sheffield Ave & Wellington Ave",2015
49907,"LaSalle St & Illinois St",2021
49852,"Wells St & Concord Ln",2020
49714,"Desplaines St & Kinzie St",2021
49540,"Michigan Ave & Washington St",2021
49462,"Larrabee St & Webster Ave",2015
49365,"Millennium Park",2020
49186,"Wabash Ave & 9th St",2015
49108,"Indiana Ave & Roosevelt Rd",2017
49075,"Wabash Ave & Grand Ave",2019
49027,"Lincoln Ave & Fullerton Ave",2021
48995,"LaSalle St & Jackson Blvd",2019
48854,"Wells St & Hubbard St",2021
48758,"Green St & Randolph St",2015
48708,"Dearborn St & Erie St",2019
48616,"Shedd Aquarium",2019
48578,"St. Clair St & Erie St",2017
48549,"Clinton St & Madison St",2021
48502,"Michigan Ave & Lake St",2016
48216,"Dearborn St & Erie St",2020
48188,"Clark St & Armitage Ave",2017
48020,"Dearborn St & Erie St",2018
47920,"Dearborn Pkwy & Delaware Pl",2021
47839,"Indiana Ave & Roosevelt Rd",2020
47830,"Clark St & Drummond Pl",2021
47807,"Wabash Ave & Grand Ave",2016
47752,"Broadway & Barry Ave",2020
47737,"Columbus Dr & Randolph St",2016
47538,"Clark St & Elm St",2018
47274,"Broadway & Cornelia Ave",2015
47246,"Indiana Ave & Roosevelt Rd",2016
47132,"Clark St & Elm St",2017
47056,"DuSable Lake Shore Dr & Wellington Ave",2015
46930,"Clinton St & Lake St",2018
46804,"Broadway & Barry Ave",2015
46710,"Clinton St & Lake St",2019
46700,"Franklin St & Jackson Blvd",2016
46685,"Wabash Ave & Roosevelt Rd",2021
46552,"St. Clair St & Erie St",2019
46427,"Adler Planetarium",2017
46399,"Clark St & Newport St",2021
46295,"Halsted St & Roscoe St",2021
46134,"Wells St & Huron St",2019
46127,"Daley Center Plaza",2016
46040,"Wabash Ave & Roosevelt Rd",2017
46016,"Larrabee St & Kingsbury St",2019
45828,"Dearborn St & Monroe St",2016
45783,"LaSalle St & Jackson Blvd",2016
45768,"Clark St & Ida B Wells Dr",2015
45673,"Clinton St & Lake St",2017
45650,"Burnham Harbor",2017
45642,"Canal St & Jackson Blvd",2016
45496,"Michigan Ave & Lake St",2019
45408,"Michigan Ave & Lake St",2017
45386,"Wabash Ave & Wacker Pl",2015
45375,"DuSable Lake Shore Dr & Belmont Ave",2021
45372,"Wells St & Concord Ln",2019
45366,"St. Clair St & Erie St",2020
45311,"Clark St & Armitage Ave",2020
45198,"St. Clair St & Erie St",2016
45059,"Wells St & Concord Ln",2017
45051,"Columbus Dr & Randolph St",2014
45046,"Ravenswood Ave & Lawrence Ave",2015
45027,"Damen Ave & Pierce Ave",2021
44976,"Dusable Harbor",2017
44926,"DuSable Lake Shore Dr & Wellington Ave",2021
44824,"DuSable Lake Shore Dr & Diversey Pkwy",2021
44808,"Michigan Ave & Washington St",2014
44784,"Southport Ave & Roscoe St",2015
44774,"Fort Dearborn Dr & 31st St",2015
44759,"New St & Illinois St",2014
44738,"Southport Ave & Wellington Ave",2015
44649,"Franklin St & Monroe St",2014
44631,"Clark St & Schiller St",2021
44584,"Michigan Ave & Lake St",2018
44531,"Wabash Ave & Roosevelt Rd",2016
44365,"Wabash Ave & Grand Ave",2020
44335,"Wells St & Concord Ln",2016
44326,"Clark St & North Ave",2015
44322,"Sheffield Ave & Waveland Ave",2021
44270,"Wood St & Milwaukee Ave",2015
44259,"Orleans St & Merchandise Mart Plaza",2019
44227,"Clark St & Armitage Ave",2016
44192,"Sedgwick St & Webster Ave",2015
44126,"Wabash Ave & Roosevelt Rd",2018
44116,"Dearborn St & Erie St",2016
44006,"Jefferson St & Monroe St",2015
43987,"Clark St & Armitage Ave",2019
43985,"Columbus Dr & Randolph St",2021
43968,"Stetson Ave & South Water St",2015
43922,"Wells St & Huron St",2020
43759,"Fairbanks Ct & Grand Ave",2018
43757,"Wabash Ave & Roosevelt Rd",2020
43656,"Kingsbury St & Kinzie St",2020
43622,"Pine Grove Ave & Irving Park Rd",2015
43606,"Larrabee St & Kingsbury St",2018
43551,"Clark St & Elm St",2014
43461,"Larrabee St & Kingsbury St",2017
43460,"Clark St & Lake St",2015
43431,"Clark St & Lincoln Ave",2020
43366,"Bissell St & Armitage Ave",2015
43349,"Franklin St & Jackson Blvd",2017
43327,"Broadway & Cornelia Ave",2021
43280,"Michigan Ave & Oak St",2020
43223,"Shedd Aquarium",2018
43214,"St. Clair St & Erie St",2018
43210,"Clinton St & Lake St",2016
43153,"Broadway & Waveland Ave",2021
43038,"Dayton St & North Ave",2015
43031,"Adler Planetarium",2016
42907,"Wells St & Elm St",2020
42876,"Halsted St & Roscoe St",2015
42688,"Wells St & Concord Ln",2018
42521,"Green St & Randolph St",2021
42386,"Wabash Ave & Grand Ave",2018
42308,"Clinton St & Jackson Blvd",2019
42290,"State St & Kinzie St",2021
42250,"Cityfront Plaza Dr & Pioneer Ct",2015
42146,"Fairbanks Ct & Grand Ave",2017
42088,"DuSable Lake Shore Dr & Wellington Ave",2020
42043,"DuSable Lake Shore Dr & Ohio St",2021
41945,"Michigan Ave & Lake St",2014
41922,"LaSalle St & Illinois St",2016
41850,"Morgan St & Lake St",2015
41848,"Rush St & Cedar St",2021
41805,"Clark St & Lincoln Ave",2017
41796,"Pine Grove Ave & Waveland Ave",2015
41624,"Fairbanks Ct & Grand Ave",2019
41600,"Aberdeen St & Monroe St",2015
41472,"Indiana Ave & Roosevelt Rd",2019
41388,"McClurg Ct & Erie St",2021
41374,"Wabash Ave & Roosevelt Rd",2019
41374,"Wilton Ave & Diversey Pkwy",2015
41374,"Michigan Ave & Ida B Wells Dr",2015
41358,"Morgan St & Lake St",2021
41310,"Broadway & Waveland Ave",2015
41306,"Damen Ave & Chicago Ave",2015
41276,"Broadway & Belmont Ave",2015
41109,"LaSalle St & Illinois St",2018
41095,"Rush St & Superior St",2021
41080,"Bissell St & Armitage Ave",2021
41066,"Clark St & Lincoln Ave",2016
41064,"Sheffield Ave & Webster Ave",2015
41016,"Michigan Ave & Lake St",2020
41006,"Southport Ave & Roscoe St",2021
40910,"Dearborn St & Erie St",2014
40779,"Damen Ave & Pierce Ave",2019
40769,"Pine Grove Ave & Waveland Ave",2021
40737,"Wells St & Hubbard St",2019
40720,"Desplaines St & Kinzie St",2020
40662,"LaSalle St & Jackson Blvd",2014
40613,"Desplaines St & Kinzie St",2019
40594,"Columbus Dr & Randolph St",2020
40593,"Clark St & Elm St",2016
40590,"Fairbanks Ct & Grand Ave",2016
40577,"Dearborn St & Monroe St",2017
40386,"Larrabee St & Webster Ave",2020
40346,"Clark St & Chicago Ave",2015
40324,"Damen Ave & Pierce Ave",2016
40316,"Dusable Harbor",2021
40307,"Dearborn St & Monroe St",2018
40256,"Clinton St & Washington Blvd",2021
40190,"Burnham Harbor",2016
40179,"Clark St & Armitage Ave",2018
40102,"Wabash Ave & Grand Ave",2014
40027,"State St & Randolph St",2021
39995,"State St & Kinzie St",2017
39918,"New St & Illinois St",2019
39844,"LaSalle St & Jackson Blvd",2017
39762,"Clark St & Wellington Ave",2021
39756,"Southport Ave & Waveland Ave",2015
39750,"Dearborn St & Monroe St",2019
39688,"Kingsbury St & Erie St",2021
39576,"Michigan Ave & Madison St",2015
39527,"Clark St & Lincoln Ave",2019
39376,"Indiana Ave & Roosevelt Rd",2018
39374,"Wells St & Concord Ln",2014
39342,"State St & Randolph St",2019
39269,"Kingsbury St & Erie St",2017
39252,"State St & Pearson St",2015
39174,"Sedgwick St & North Ave",2015
39106,"Damen Ave & Division St",2015
39094,"Halsted St & Wrightwood Ave",2021
39071,"Montrose Harbor",2021
39018,"Ashland Ave & Division St",2019
38986,"Halsted St & Clybourn Ave",2021
38869,"Milwaukee Ave & Grand Ave",2021
38743,"Dearborn St & Monroe St",2014
38717,"LaSalle St & Illinois St",2019
38702,"Fairbanks Ct & Grand Ave",2020
38693,"Federal St & Polk St",2021
38610,"State St & Kinzie St",2019
38577,"Dusable Harbor",2016
38553,"Damen Ave & Pierce Ave",2017
38546,"Wilton Ave & Diversey Pkwy",2021
38392,"State St & Kinzie St",2018
38329,"Franklin St & Jackson Blvd",2018
38305,"Sheffield Ave & Wellington Ave",2021
38150,"Lincoln Ave & Fullerton Ave",2015
38149,"Damen Ave & Pierce Ave",2018
38143,"Southport Ave & Waveland Ave",2021
38125,"State St & Kinzie St",2016
38119,"Dearborn Pkwy & Delaware Pl",2020
38062,"Kingsbury St & Erie St",2016
38046,"Field Blvd & South Water St",2015
38038,"Canal St & Jackson Blvd",2014
38035,"Dearborn St & Adams St",2014
38012,"State St & Kinzie St",2014
37920,"Kingsbury St & Erie St",2018
37864,"Wilton Ave & Belmont Ave",2016
37768,"Michigan Ave & Jackson Blvd",2014
37692,"Franklin St & Jackson Blvd",2019
37656,"Michigan Ave & Washington St",2020
37546,"Michigan Ave & 8th St",2021
37489,"Wabash Ave & Grand Ave",2017
37472,"Wilton Ave & Belmont Ave",2019
37470,"Michigan Ave & Jackson Blvd",2016
37458,"Desplaines St & Kinzie St",2016
37454,"Mies van der Rohe Way & Chestnut St",2021
37425,"Indiana Ave & Roosevelt Rd",2014
37411,"Morgan St & Lake St",2019
37382,"Daley Center Plaza",2021
37375,"State St & Randolph St",2018
37347,"Desplaines St & Kinzie St",2017
37296,"Sheffield Ave & Kingsbury St",2015
37230,"DuSable Lake Shore Dr & Diversey Pkwy",2015
37203,"Dearborn Pkwy & Delaware Pl",2017
37168,"Wells St & Huron St",2018
37131,"Stockton Dr & Wrightwood Ave",2021
37072,"Wells St & Evergreen Ave",2020
37070,"Orleans St & Merchandise Mart Plaza",2021
37024,"Michigan Ave & Jackson Blvd",2017
37018,"Lakeview Ave & Fullerton Pkwy",2020
37004,"Sheffield Ave & Fullerton Ave",2021
36994,"New St & Illinois St",2018
36958,"Clinton St & Madison St",2014
36889,"Daley Center Plaza",2014
36864,"DuSable Lake Shore Dr & Belmont Ave",2020
36794,"Kedzie Ave & Milwaukee Ave",2015
36794,"Cannon Dr & Fullerton Ave",2015
36786,"Federal St & Polk St",2015
36763,"Orleans St & Merchandise Mart Plaza",2014
36756,"Ellis Ave & 60th St",2021
36606,"Broadway & Barry Ave",2019
36584,"Michigan Ave & 18th St",2015
36394,"Clark St & Lincoln Ave",2018
36378,"Wilton Ave & Belmont Ave",2020
36339,"Wilton Ave & Belmont Ave",2017
36234,"Sedgwick St & Huron St",2015
36119,"Clinton St & Madison St",2020
36060,"Morgan St & Lake St",2018
36003,"Kingsbury St & Erie St",2019
35984,"Wilton Ave & Belmont Ave",2018
35814,"Desplaines St & Kinzie St",2018
35792,"Halsted St & Dickens Ave",2021
35744,"Dearborn St & Monroe St",2021
35737,"Clinton St & Lake St",2021
35665,"Millennium Park",2013
35640,"Sheffield Ave & Webster Ave",2021
35593,"St. Clair St & Erie St",2014
35558,"Broadway & Cornelia Ave",2020
35518,"McClurg Ct & Erie St",2015
35495,"LaSalle St & Illinois St",2014
35456,"Sheffield Ave & Fullerton Ave",2019
35410,"Aberdeen St & Jackson Blvd",2015
35397,"Orleans St & Merchandise Mart Plaza",2016
35368,"Wabash Ave & Adams St",2015
35252,"Streeter Dr & Grand Ave",2013
35224,"Wells St & Hubbard St",2018
35173,"DuSable Lake Shore Dr & Diversey Pkwy",2020
35140,"Mies van der Rohe Way & Chestnut St",2015
35117,"Franklin St & Adams St Temp",2016
35112,"State St & Randolph St",2017
35109,"Larrabee St & Kingsbury St",2014
35103,"Wacker Dr & Washington St",2018
35030,"Wabash Ave & 9th St",2021
35030,"Morgan St & Polk St",2015
35027,"Franklin St & Jackson Blvd",2014
34978,"Lincoln Ave & Roscoe St",2015
34916,"Broadway & Belmont Ave",2021
34905,"Elston Ave & Cortland St",2017
34834,"Franklin St & Illinois St",2021
34748,"Dearborn Pkwy & Delaware Pl",2019
34739,"Ashland Ave & Division St",2018
34692,"Clark St & Grace St",2021
34688,"Lakefront Trail & Bryn Mawr Ave",2015
34582,"Clark St & Drummond Pl",2020
34528,"Wacker Dr & Washington St",2017
34488,"Morgan St & Lake St",2017
34458,"Dearborn Pkwy & Delaware Pl",2016
34358,"DuSable Lake Shore Dr & Belmont Ave",2017
34355,"McClurg Ct & Ohio St",2014
34312,"Sedgwick St & North Ave",2021
34170,"Halsted St & Wrightwood Ave",2015
34168,"University Ave & 57th St",2021
34162,"Calumet Ave & 18th St",2015
34091,"Clark St & Wrightwood Ave",2020
34069,"Dearborn Pkwy & Delaware Pl",2018
34062,"Green St & Madison St",2019
34012,"California Ave & Milwaukee Ave",2015
33947,"Mies van der Rohe Way & Chicago Ave",2021
33946,"Larrabee St & Kingsbury St",2016
33897,"New St & Illinois St",2020
33847,"Green St & Madison St",2018
33824,"Ashland Ave & Division St",2020
33787,"Pine Grove Ave & Waveland Ave",2020
33771,"Broadway & Barry Ave",2017
33767,"Franklin St & Jackson Blvd",2021
33750,"Clark St & Schiller St",2020
33710,"Elston Ave & Cortland St",2016
33687,"Wabash Ave & Roosevelt Rd",2014
33620,"Halsted St & Dickens Ave",2015
33540,"Wacker Dr & Washington St",2015
33524,"Mies van der Rohe Way & Chestnut St",2017
33502,"Wood St & Milwaukee Ave",2021
33498,"Sangamon St & Washington Blvd",2015
33449,"McClurg Ct & Erie St",2017
33437,"Sheffield Ave & Waveland Ave",2016
33366,"Lakefront Trail & Bryn Mawr Ave",2021
33338,"Burling St & Diversey Pkwy",2015
33314,"Clark St & Randolph St",2017
33307,"Canal St & Adams St",2021
33248,"Sheffield Ave & Fullerton Ave",2018
33240,"Clark St & Randolph St",2018
33220,"Sheffield Ave & Wrightwood Ave",2021
33196,"Clark St & Armitage Ave",2014
33072,"McClurg Ct & Ohio St",2017
33008,"State St & Randolph St",2016
33000,"Damen Ave & Cortland St",2015
32988,"DuSable Lake Shore Dr & Belmont Ave",2016
32959,"Wabash Ave & Wacker Pl",2021
32910,"State St & Harrison St",2015
32888,"Wells St & Hubbard St",2020
32873,"Lincoln Ave & Diversey Pkwy",2021
32826,"Lincoln Ave & Fullerton Ave",2020
32643,"Clark St & Lake St",2017
32633,"Broadway & Barry Ave",2018
32604,"Clinton St & Roosevelt Rd",2015
32596,"Halsted St & Clybourn Ave",2015
32588,"McClurg Ct & Erie St",2018
32579,"Clark St & Lake St",2021
32529,"Sedgwick St & Webster Ave",2021
32508,"Rush St & Superior St",2015
32434,"Stockton Dr & Wrightwood Ave",2015
32421,"Green St & Madison St",2020
32421,"Loomis St & Lexington St",2021
32350,"Larrabee St & Kingsbury St",2021
32298,"Clark St & Lincoln Ave",2014
32262,"Dearborn St & Adams St",2016
32233,"Michigan Ave & Pearson St",2014
32171,"Adler Planetarium",2019
32166,"Stockton Dr & Wrightwood Ave",2020
32111,"Kingsbury St & Erie St",2020
32045,"Clark St & Randolph St",2021
32035,"Clark St & Lake St",2018
31994,"Clark St & Wrightwood Ave",2017
31981,"McClurg Ct & Ohio St",2016
31979,"Green St & Madison St",2017
31951,"Halsted St & Clybourn Ave",2019
31919,"Sheffield Ave & Fullerton Ave",2017
31904,"Green St & Madison St",2016
31877,"Clinton St & Lake St",2014
31877,"Dearborn Pkwy & Delaware Pl",2014
31870,"Wells St & Huron St",2017
31860,"Sheffield Ave & Fullerton Ave",2016
31850,"Ada St & Washington Blvd",2015
31735,"Sheridan Rd & Montrose Ave",2021
31719,"Montrose Harbor",2017
31714,"Sheffield Ave & Wrightwood Ave",2015
31656,"Ashland Ave & Division St",2016
31602,"Halsted St & Roscoe St",2020
31588,"Wells St & Polk St",2015
31549,"Mies van der Rohe Way & Chicago Ave",2014
31522,"Ogden Ave & Chicago Ave",2015
31510,"Wilton Ave & Diversey Pkwy",2019
31497,"Franklin St & Lake St",2021
31484,"Clark St & Lake St",2019
31465,"Lakefront Trail & Bryn Mawr Ave",2020
31454,"Clark St & Wrightwood Ave",2019
31449,"Dusable Harbor",2019
31432,"Damen Ave & Pierce Ave",2020
31425,"Clark St & Wellington Ave",2020
31389,"Broadway & Waveland Ave",2020
31206,"Noble St & Milwaukee Ave",2015
31189,"Peoria St & Jackson Blvd",2021
31184,"Clark St & Randolph St",2019
31130,"DuSable Lake Shore Dr & Monroe St",2013
31127,"Wacker Dr & Washington St",2019
31110,"Desplaines St & Jackson Blvd",2015
31078,"Franklin St & Lake St",2018
31078,"Wells St & Hubbard St",2016
31004,"Clark St & Randolph St",2014
30978,"Southport Ave & Wrightwood Ave",2015
30960,"Clifton Ave & Armitage Ave",2015
30897,"McClurg Ct & Erie St",2019
30802,"Bissell St & Armitage Ave",2019
30729,"Ashland Ave & Division St",2017
30722,"Sheridan Rd & Montrose Ave",2015
30686,"Michigan Ave & Jackson Blvd",2019
30597,"LaSalle St & Washington St",2017
30576,"Morgan St & Polk St",2017
30569,"Bissell St & Armitage Ave",2020
30539,"Clark St & Wrightwood Ave",2018
30417,"Wells St & Elm St",2019
30368,"Wells St & Walton St",2015
30366,"Montrose Harbor",2016
30334,"Canal St & Monroe St",2016
30284,"Elston Ave & Cortland St",2018
30248,"Elizabeth May St & Fulton St",2015
30240,"Green St & Randolph St",2018
30213,"Racine Ave & Fullerton Ave",2021
30156,"Southport Ave & Clybourn Ave",2015
30150,"State St & Kinzie St",2020
30134,"Burling St & Diversey Pkwy",2021
30087,"Franklin St & Chicago Ave",2016
30055,"Adler Planetarium",2021
30038,"McClurg Ct & Erie St",2020
30028,"Racine Ave & Belmont Ave",2015
30002,"Racine Ave & Belmont Ave",2021
30000,"Sheffield Ave & Willow St",2015
29972,"LaSalle Dr & Huron St",2021
29950,"Sheridan Rd & Irving Park Rd",2021
29912,"Lincoln Park Conservatory",2021
29900,"Peoria St & Jackson Blvd",2017
29871,"Clark St & Chicago Ave",2021
29852,"Buckingham Fountain",2017
29838,"Franklin St & Lake St",2019
29775,"Mies van der Rohe Way & Chicago Ave",2017
29774,"Ravenswood Ave & Lawrence Ave",2019
29736,"Rush St & Hubbard St",2017
29734,"Lakeview Ave & Fullerton Pkwy",2019
29685,"Canal St & Adams St",2020
29674,"Dearborn St & Adams St",2017
29665,"Pine Grove Ave & Irving Park Rd",2021
29652,"Milwaukee Ave & Grand Ave",2019
29590,"Lincoln Ave & Diversey Pkwy",2015
29556,"LaSalle St & Illinois St",2020
29554,"Franklin St & Chicago Ave",2017
29529,"Damen Ave & Pierce Ave",2014
29517,"Clark St & Drummond Pl",2017
29508,"Rush St & Hubbard St",2015
29502,"Sheffield Ave & Kingsbury St",2021
29474,"Rush St & Cedar St",2020
29464,"Wabash Ave & 9th St",2020
29447,"Green St & Randolph St",2019
29409,"Green St & Randolph St",2017
29404,"Sheridan Rd & Irving Park Rd",2016
29343,"Lakeview Ave & Fullerton Pkwy",2016
29307,"Wells St & Evergreen Ave",2019
29285,"Sheffield Ave & Waveland Ave",2017
29285,"Lakeview Ave & Fullerton Pkwy",2017
29266,"Adler Planetarium",2014
29264,"Clark St & Wrightwood Ave",2016
29159,"Clark St & Lake St",2016
29149,"Canal St & Monroe St",2017
29099,"Adler Planetarium",2018
28985,"LaSalle St & Washington St",2016
28982,"Clarendon Ave & Gordon Ter",2015
28954,"Broadway & Sheridan Rd",2021
28947,"Sheffield Ave & Waveland Ave",2018
28931,"Wilton Ave & Belmont Ave",2014
28913,"Peoria St & Jackson Blvd",2016
28867,"Morgan St & Polk St",2018
28865,"Clinton St & Washington Blvd",2013
28858,"McClurg Ct & Ohio St",2019
28770,"Michigan Ave & 14th St",2015
28767,"Morgan St & Lake St",2016
28763,"Elston Ave & Cortland St",2019
28735,"Franklin St & Chicago Ave",2021
28704,"Michigan Ave & Jackson Blvd",2018
28678,"Mies van der Rohe Way & Chicago Ave",2016
28646,"Mies van der Rohe Way & Chestnut St",2020
28615,"Clark St & Drummond Pl",2019
28574,"Michigan Ave & 14th St",2021
28531,"Ritchie Ct & Banks St",2021
28481,"McClurg Ct & Erie St",2016
28449,"Desplaines St & Jackson Blvd",2018
28369,"DuSable Lake Shore Dr & Wellington Ave",2017
28342,"Wabash Ave & Wacker Pl",2017
28336,"Michigan Ave & 8th St",2019
28317,"Sheffield Ave & Wellington Ave",2020
28293,"Field Museum",2016
28178,"Southport Ave & Roscoe St",2020
28168,"LaSalle St & Adams St",2017
28156,"Milwaukee Ave & Grand Ave",2015
